10756319	Shiseido/资生堂	98748.83	32
10266509	金九	98679.51	25
10915222	Tide/汰渍	98087.6	4
10846634	Seiko/精工	96050	4
10582018	康师傅	92292.95	12
10561609	honor/荣耀	91677	11
10828498	佳帮手	90405.7	4
10468298	Nestle/雀巢	90370.98	9
10456655	GererMns/极男	88795.9	3
10624922	Freeplus/芙丽芳丝	87579.3	8
12653454	PMPM	85388.3	11
10913471	LEE KUM KEE/李锦记	85232.7	1
10480175	KAO/花王	83195.51	13
10082444	THE PENINSULA/半岛	82368	1
10029279	Relea/物生物	81344.2	1
10046371	huamel/华美	80865.45	3
10304923	UKIWI/纽西小精灵	79822.5	11
10620759	Meizu/魅族	79436.82	6
10481432	张小泉	79264.83	14
10338034	BY－HEALTH/汤臣倍健	79220	2
10978689	海狸先生	77107.53	8
10468157	KERASTASE/卡诗	76867.31	25
10527572	阿芙	76747.2	18
10708250	Tom Ford/汤姆福特	76450	3
10937419	Camel/骆驼（百货食品）	75797.46	2
11027994	稻禾麦田	75543	2
10008513	SAMANLI/莎曼莉	74192.44	8
10939201	Green Apple/青苹果	74096.47	11
10411990	ta ta/大大	72498.76	7
10180252	Versace/范思哲	72428.73	28
10561878	Bioderma/贝德玛	72313	7
10036367	BURBERRY/博柏利	71158.87	38
10775621	润百颜	70219	3
10714603	知味观	70098.7	3
10043256	DERMAFIRM+/德妃	70028.2	9
10696502	FIRMUS/飞鹤	69709.4	4
10782174	透真	69254.3	5
10048541	OneSpring/一枝春	68026.2	14
10281406	papa recipe	66686.42	13
10781709	GOURMET/高老头	65987.5	8
10726126	Lay’s/乐事	65919.17	18
10477081	青源堂	64740.9	5
10988367	EZVALO/几光	64082	3
12658732	丝托	63900	2
10289963	Tango（印度尼西亚）	63839.2	2
10612371	Za/姬芮	62840.7	5
10550249	RESGREEN/绿之韵	62840.1	2
10938605	ADN/艾迪恩	62144	4
10939291	仙蒂奈儿	61223.7	4
11027109	wonderlab	60748	3
10218073	ZEBRA/斑马	60323.12	8
10536058	CPB	59889.33	4
10232268	Nars/娜斯	58573.1	13
10600172	莎布蕾	58566.4	5
10056522	绝世	57597.6	1
10552730	心相印	57568.18	20
10078215	La Chapelle/拉夏贝尔	57231.52	8
