brand_id_std	brand_name_std	secondary_mkt_industry1	 brand_sale_amount
10698256	飞翔	医药保健	 11,643,783
10898689	龙润堂记	医药保健	 16,561,188
10944392	Fulfil/芙芙	医药保健	 10,558,481
10636575	Beryl/百瑞源	医药保健	 10,207,724
10455031	Ohrfrieden/安耳悠	医药保健	 10,643,383
10943647	星群清叶	医药保健	 11,996,352
10638808	爱康国宾	其他行业	 20,918,791
10860436	xaxr	医药保健	 14,085,250
12654838	蜂语堂	医药保健	 11,930,531
12654876	宝梦安	医药保健	 13,002,305
10740049	万宝绿	医药保健	 10,434,815
10234894	SUFORCA/舒护康	医药保健	 10,759,276
10624676	一汽大众	其他行业	 178,832,729
10840679	EMPORIO ARMANI	其他行业	 150,629,374
10417734	周大福	其他行业	 132,201,645
10830326	陌陌	其他行业	 100,749,412
10714247	中国石化	其他行业	 148,505,505
10055681	KUST/酷斯特	其他行业	 115,153,278
10489647	周生生	其他行业	 92,303,692
10918778	Tissot/天梭	其他行业	 95,461,838
10340887	FOREVER/永久	其他行业	 94,864,551
10414179	Yadea/雅迪	其他行业	 98,052,729
10558440	Longines/浪琴	其他行业	 78,546,062
10553777	凌度	其他行业	 69,767,891
10940170	曲一线	其他行业	 101,886,945
10235252	阿尔郎	其他行业	 43,216,140
10943473	丹尼尔惠灵顿	其他行业	 72,870,758
10944443	斗鱼直播	其他行业	 60,388,496
10944312	繁星直播	其他行业	 64,054,000
10944308	花椒直播	其他行业	 68,212,160
7124016244	抖音火山版	其他行业	 109,646,000
10052114	众晟	其他行业	 63,976,244
99714394	图书商品	其他行业	 67,939,783
10414044	HOTATA/好太太	其他行业	 71,491,857
10558442	Omega/欧米茄	其他行业	 57,428,254
10552899	杏花楼	其他行业	 158,184,252
10944255	欢聚时代YYInc.	其他行业	 63,811,602
10027168	SUNSUN/森森	其他行业	 60,258,555
10854943	阿里健康	其他行业	 24,935,492
10049964	六福珠宝	其他行业	 51,795,352
10126113	Citizen/西铁城	其他行业	 49,130,188
10845183	CHJ/潮宏基	其他行业	 46,047,212
10345570	肯德基	其他行业	 68,344,665
10180074	SEALUP/希洛普	其他行业	 42,420,057
11027255	橄榄枝健康	其他行业	 40,230,994
10218469	Nourse/卫仕	其他行业	 42,838,113
10922103	CBAI/菜百	其他行业	 42,905,741
10270244	Tian Wang/天王	其他行业	 45,176,412
12654625	铂爵旅拍	其他行业	 64,121,603
10840695	dxc	其他行业	 122,316,068
10943758	G-force	其他行业	 43,852,641
10550617	英格威	其他行业	 45,766,462
10778249	Lola Rose	其他行业	 37,070,338
10912830	中国移动	其他行业	 63,991,141
10841557	CHINA TELECOM/中国电信	其他行业	 42,778,904
10635619	CELESTRON/星特朗	其他行业	 32,925,246
10942842	中信出版社	其他行业	 50,799,951
10943535	文轩（图书）	其他行业	 43,762,588
10642409	指南车	其他行业	 35,398,550
10944353	虎牙直播	其他行业	 21,024,600
10873293	Mobil/美孚	其他行业	 36,881,504
10714603	知味观	其他行业	 91,692,736
10424984	乔氏	其他行业	 37,190,753
12660941	苹果（Apple）	其他行业	 44,418,676
10486755	Hoopet/华元宠具	其他行业	 38,568,895
10266509	金九	其他行业	 95,722,482
10582183	Rossini/罗西尼	其他行业	 36,978,344
10557233	世帅	其他行业	 48,805,238
11026431	彩虹育儿	其他行业	 26,869,793
10624285	Michelin/米其林	其他行业	 38,423,821
10417611	麦当劳	其他行业	 39,410,746
10943486	中大惠农	其他行业	 81,114,296
10119902	Turtle/龟牌	其他行业	 36,006,853
10706269	KADER/卡蒂罗	其他行业	 19,978,034
11030554	CC直播	其他行业	 29,066,850
10944547	中公教育	其他行业	 33,516,750
10219257	英得尔	其他行业	 30,899,172
10751338	卡缇莎	其他行业	 49,016,850
10715644	yee	其他行业	 33,174,964
12654616	探探	其他行业	 27,168,000
10939438	京东	其他行业	 23,271,971
10726569	点缤	其他行业	 31,866,260
10851999	SUNRA/新日	其他行业	 29,209,384
10808397	APM Monaco	其他行业	 22,856,889
10936802	流利说	其他行业	 27,893,738
10008706	CALUOLA/卡罗莱	其他行业	 31,401,941
10944189	比心	其他行业	 38,253,000
10846634	Seiko/精工	其他行业	 27,815,624
10917457	亿力	其他行业	 24,665,027
10767312	Cartier/卡地亚	其他行业	 20,313,395
10860307	雅鞍	其他行业	 25,512,227
10943543	中信出版	其他行业	 20,347,577
10480237	威威	其他行业	 29,915,622
10801169	Castrol/嘉实多	其他行业	 30,700,454
10699562	鹿柴	其他行业	 56,696,347
10088977	SPD BANK/浦发银行	其他行业	 29,651,895
10944343	映客	其他行业	 32,235,633
10968364	名顶	其他行业	 29,780,744
10048318	舒语	其他行业	 25,004,608
10074637	福来恩	其他行业	 23,305,981
10008627	Shell/壳牌	其他行业	 28,073,088
10364004	冠琴	其他行业	 30,386,553
10916176	车仆	其他行业	 22,469,250
10953997	日知图书	其他行业	 24,860,579
10059433	佳艺田	其他行业	 24,434,421
10001416	野马	其他行业	 28,079,259
10271535	盯盯拍	其他行业	 26,381,853
10786478	探险者	其他行业	 21,546,164
10872656	美年大健康	其他行业	 23,073,550
10566574	金贵夫人	其他行业	 24,648,857
10940646	鲸特	其他行业	 23,874,333
10239578	SNBLO（汽配）	其他行业	 24,193,489
10624674	AD	其他行业	 26,337,569
10484478	星火	其他行业	 25,504,884
10780155	ZB/正步	其他行业	 22,305,538
10727983	LOUGOU/欧铂	其他行业	 24,384,757
10873501	爱奇艺	其他行业	 24,535,488
10768226	GOOD YEAR/固特异	其他行业	 25,169,646
10912716	Continental/德国马牌	其他行业	 23,272,379
10337951	SOLLEN/梭伦	其他行业	 21,796,460
10941589	腾讯视频	其他行业	 21,417,826
10668698	ZENGLIU	其他行业	 19,416,386
10887857	UNICOM/联通	其他行业	 20,687,614
10943538	新经典	其他行业	 20,161,827
10120117	agelocer/艾戈勒	其他行业	 18,882,425
10697445	Haagen-Dazs/哈根达斯	其他行业	 41,218,500
10270226	新东方	其他行业	 22,126,204
10199040	icaroom/爱车屋	其他行业	 18,974,286
10146815	徕本	其他行业	 21,137,441
10566887	nanlong	其他行业	 34,909,311
10336151	Seagull/海鸥表	其他行业	 25,636,990
10768413	Mido/美度	其他行业	 21,326,560
10870965	Hai Yao Era/海瑶时代	其他行业	 21,350,444
10433130	KDX/康得新	其他行业	 22,484,676
10910711	YOTIME	其他行业	 52,198,772
10943530	商务印书馆（The Commercial Press）	其他行业	 33,367,391
11011441	薛金星	其他行业	 19,560,496
10901303	Dunlop/邓禄普	其他行业	 20,877,111
10847505	结义	其他行业	 23,436,416
10943541	机工出版	其他行业	 21,897,406
10313235	DR DARRY RING	其他行业	 19,039,395
10211932	东奥	其他行业	 24,995,165
10335547	大众	其他行业	 19,844,456
10798509	正港	其他行业	 20,567,457
10919764	TYPER	其他行业	 20,694,103
10419463	Sinoon Union/星农联合	其他行业	 39,712,121
10341890	古越龙山	其他行业	 20,800,649
10769088	GANSO/元祖	其他行业	 35,921,346
10796222	MaKY/米旗	其他行业	 34,833,668
12654673	唯一旅拍	其他行业	 30,993,412
12659758	康威（汽配）	其他行业	 18,739,366
10768673	金尊	其他行业	 32,782,140
10320065	美俪家族	其他行业	 20,174,917
10816543	靓小白	其他行业	 28,866,506
10336014	任E行	其他行业	 19,669,452
10712272	荃盛	其他行业	 26,400,809
10409681	陶陶居	其他行业	 25,872,581
10940050	盘粮	其他行业	 22,064,822
10211564	朕的心意	其他行业	 27,997,785
10063833	潘祥记	其他行业	 21,766,705
10082444	THE PENINSULA/半岛	其他行业	 23,067,068
10549722	享食者	其他行业	 23,233,782
12659757	俏渔港（食品）	其他行业	 22,216,150
10120880	GODLY/功德林	其他行业	 18,748,588
10067027	十三妈妈	其他行业	 18,917,450
10061358	榴芒一刻	其他行业	 19,421,884
